geneNames	PBMC_CD4_T_cells	PBMC_B_cells	PBMC_Monocytes	PBMC_NK_cells	PBMC_CD8_T_cells	PBMC_Dendritic_cells	PBMC_Megakaryocytes
ENSG00000203685	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000143772	2.28220242841062e-05	1.63764803966086e-05	8.10065175529551e-06	1.32968114246204e-05	1.99648925044115e-05	1.79450522500105e-05	0
ENSG00000228548	3.68097165872681e-07	1.48877094514623e-06	0	0	1.53576096187781e-06	0	0
ENSG00000143801	1.10429149761804e-06	5.95508378058494e-06	5.20756184268997e-06	6.64840571231019e-06	0	0	0
ENSG00000163050	1.87729554595067e-05	1.9354022286901e-05	1.6201303510591e-05	1.99452171369306e-05	1.99648925044115e-05	1.79450522500105e-05	4.32862955588261e-05
ENSG00000143776	0	0	0	0	0	0	0
ENSG00000233706	0	0	0	0	0	0	0
ENSG00000228625	0	0	0	0	0	0	0
ENSG00000234277	0	0	0	0	0	0	0
ENSG00000227711	0	0	0	0	0	0	0
ENSG00000181450	7.36194331745362e-06	7.44385472573117e-06	2.31447193008443e-06	3.32420285615509e-06	3.07152192375561e-06	5.98168408333682e-06	0
ENSG00000143740	2.06134412888701e-05	6.9972234421873e-05	1.09937416679011e-05	1.66210142807755e-05	1.38218486569003e-05	2.39267363333473e-05	0
ENSG00000081692	9.20242914681703e-06	1.19101675611699e-05	1.09937416679011e-05	6.64840571231019e-06	1.38218486569003e-05	2.39267363333473e-05	0
ENSG00000230005	0	0	0	0	0	0	0
ENSG00000185888	0	0	0	0	0	0	0
ENSG00000143816	0	0	0	0	0	0	0
ENSG00000154342	0	0	0	0	0	0	0
ENSG00000143761	0.000256563724613259	0.000250113518784567	0.000328076396089468	0.00033906869132782	0.000344010455460628	0.00024524904741681	0.00125530257120596
ENSG00000143793	4.23311740753583e-05	3.42417317383634e-05	2.48805732484076e-05	4.98630428423264e-05	2.91794582756783e-05	4.18717885833578e-05	0
ENSG00000162910	7.76685019991357e-05	5.95508378058494e-05	8.79499333432084e-05	0.000106374491396963	0.000102895984445813	0.000119633681666736	0
ENSG00000143774	0.000256931821779131	0.000212894245155912	0.000358164531180566	0.000412201154163232	0.000482228942029631	0.000269175783750157	0.000303004068911783
ENSG00000198835	0	0	0	0	0	0	0
ENSG00000203684	0	0	0	0	0	0	0
ENSG00000181873	3.31287449285413e-06	7.44385472573117e-06	4.05032587764776e-06	3.32420285615509e-06	6.14304384751122e-06	5.98168408333682e-06	0
ENSG00000162913	7.36194331745362e-07	0	0	3.32420285615509e-06	0	0	0
ENSG00000154358	5.8895546539629e-06	2.97754189029247e-06	1.73585394756332e-06	3.32420285615509e-06	4.60728288563342e-06	0	0
ENSG00000269890	0	0	0	0	0	0	0
ENSG00000269934	3.68097165872681e-07	0	0	3.32420285615509e-06	0	0	0
ENSG00000270110	0	0	0	0	0	0	0
ENSG00000270104	0	0	5.78617982521108e-07	0	1.53576096187781e-06	0	0
ENSG00000154370	1.43557894690346e-05	7.44385472573117e-06	1.67799214931121e-05	3.6566231417706e-05	2.76436973138005e-05	1.19633681666736e-05	4.32862955588261e-05
ENSG00000270094	0	0	0	0	0	0	0
ENSG00000231563	0	0	0	0	0	0	0
ENSG00000162931	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000168148	0	0	0	0	0	0	0
ENSG00000181218	1.47238866349072e-06	0	2.31447193008443e-06	3.32420285615509e-06	0	0	0
ENSG00000196890	0	0	0	0	1.53576096187781e-06	0	0
ENSG00000168159	6.47851011935919e-05	5.0618212134972e-05	8.85285513257295e-05	0.000126319708533894	9.06098967507905e-05	8.37435771667155e-05	8.65725911176522e-05
ENSG00000116574	1.10429149761804e-06	0	2.31447193008443e-06	0	3.07152192375561e-06	0	0
ENSG00000236975	0	0	0	0	0	0	0
ENSG00000233920	0	0	0	0	0	0	0
ENSG00000177800	0	0	0	0	0	0	0
ENSG00000177788	0	0	0	0	0	0	0
ENSG00000168118	4.38035627388491e-05	5.35957540252644e-05	6.65410679899274e-05	6.31598542669468e-05	5.06801117419676e-05	7.17802090000419e-05	0.000389576660029435
ENSG00000213029	0	0	0	0	0	0	0
ENSG00000237481	7.36194331745362e-07	0	5.78617982521108e-07	6.64840571231019e-06	0	0	0
ENSG00000154429	7.36194331745362e-07	0	1.15723596504222e-06	6.64840571231019e-06	3.07152192375561e-06	5.98168408333682e-06	0
ENSG00000143632	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000226920	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000069248	4.78526315634485e-06	1.48877094514623e-06	2.31447193008443e-06	3.32420285615509e-06	4.60728288563342e-06	5.98168408333682e-06	0
ENSG00000223635	0	0	0	0	0	0	0
ENSG00000135776	1.84048582936341e-06	5.95508378058494e-06	1.15723596504222e-06	6.64840571231019e-06	3.07152192375561e-06	0	0
ENSG00000135801	1.84048582936341e-06	0	3.47170789512665e-06	3.32420285615509e-06	1.53576096187781e-06	0	4.32862955588261e-05
ENSG00000135763	2.94477732698145e-06	1.48877094514623e-06	1.15723596504222e-06	0	9.21456577126683e-06	0	0
ENSG00000227043	0	0	0	0	0	0	0
ENSG00000228058	0	0	1.73585394756332e-06	0	0	0	0
ENSG00000143641	8.46623481507167e-06	1.9354022286901e-05	1.6201303510591e-05	9.97260856846528e-06	4.60728288563342e-06	5.98168408333682e-06	0
ENSG00000227006	0	0	0	0	0	0	0
ENSG00000224407	0	0	0	0	0	0	0
ENSG00000177614	0	0	0	0	0	0	0
ENSG00000232964	0	0	0	0	0	0	0
ENSG00000135775	1.69324696301433e-05	1.78652513417548e-05	1.6201303510591e-05	2.65936228492408e-05	2.15006534662893e-05	0	0
ENSG00000135744	0	0	0	0	0	0	0
ENSG00000244137	0	0	0	0	0	0	0
ENSG00000135773	0	0	0	0	0	0	0
ENSG00000225656	0	0	0	0	0	0	0
ENSG00000119280	7.36194331745362e-07	0	5.78617982521108e-07	6.64840571231019e-06	1.53576096187781e-06	0	0.00021643147779413
ENSG00000223393	0	0	0	0	0	0	0
ENSG00000143643	9.57052631268971e-06	4.4663128354387e-06	4.62894386016886e-06	9.97260856846528e-06	1.07503267331446e-05	0	0
ENSG00000173409	1.25153036396712e-05	1.78652513417548e-05	9.83650570285884e-06	3.32420285615509e-05	2.91794582756783e-05	5.98168408333682e-06	0
ENSG00000182118	2.57668016110877e-06	0	5.78617982521108e-07	0	1.53576096187781e-06	0	0
ENSG00000119283	0	0	0	0	0	0	0
ENSG00000235710	0	0	0	0	0	0	0
ENSG00000143633	3.82821052507588e-05	3.42417317383634e-05	2.08302473707599e-05	5.65114485546366e-05	2.91794582756783e-05	1.19633681666736e-05	0
ENSG00000116906	2.72391902745784e-05	7.5927318202458e-05	2.6616427195971e-05	3.6566231417706e-05	3.07152192375561e-05	2.99084204166841e-05	0
ENSG00000116903	5.15336032221754e-06	2.97754189029247e-06	4.62894386016886e-06	3.32420285615509e-06	4.60728288563342e-06	1.19633681666736e-05	4.32862955588261e-05
ENSG00000010072	1.65643724642706e-05	1.19101675611699e-05	3.18239890386609e-05	3.6566231417706e-05	1.53576096187781e-05	1.19633681666736e-05	0
ENSG00000135766	2.06134412888701e-05	3.12641898480709e-05	1.90943934231966e-05	3.6566231417706e-05	1.84291315425337e-05	2.39267363333473e-05	0
ENSG00000233461	2.20858299523609e-06	1.48877094514623e-06	1.90943934231966e-05	0	0	0	0
ENSG00000270106	0	0	0	0	0	0	0
ENSG00000116918	4.96931173928119e-05	2.97754189029247e-05	3.12453710561398e-05	6.31598542669468e-05	7.06450042463791e-05	4.78534726666946e-05	0
ENSG00000229228	0	0	0	0	0	0	0
ENSG00000162946	3.68097165872681e-06	0	6.36479780773219e-06	6.64840571231019e-06	3.07152192375561e-06	0	0
ENSG00000235152	0	0	0	0	0	0	0
ENSG00000236372	0	0	0	0	0	0	0
ENSG00000116991	0	0	1.73585394756332e-06	0	0	0	0
ENSG00000225919	0	0	0	0	0	0	0
ENSG00000236497	0	0	0	0	0	0	0
ENSG00000212916	7.36194331745362e-07	0	1.15723596504222e-06	0	1.53576096187781e-06	0	0
ENSG00000135778	2.06134412888701e-05	1.78652513417548e-05	1.27295956154644e-05	4.32146371300162e-05	1.53576096187781e-05	2.39267363333473e-05	0
ENSG00000135749	4.78526315634485e-06	4.4663128354387e-06	1.15723596504222e-06	3.32420285615509e-06	6.14304384751122e-06	1.19633681666736e-05	0
ENSG00000143674	0	0	5.78617982521108e-07	0	1.53576096187781e-06	0	0
ENSG00000135750	0	0	0	0	0	0	0
ENSG00000183780	1.84048582936341e-06	0	5.78617982521108e-07	0	0	0	0
ENSG00000234453	0	0	0	0	0	0	0
ENSG00000233332	0	0	0	0	0	0	0
ENSG00000236244	0	0	0	0	0	0	0
ENSG00000236358	0	0	0	0	0	0	0
ENSG00000273367	0	0	0	3.32420285615509e-06	0	0	0
ENSG00000231663	1.21472064737985e-05	1.33989385063161e-05	1.73585394756332e-05	1.32968114246204e-05	6.14304384751122e-06	0	0
ENSG00000168275	4.56440485682125e-05	3.42417317383634e-05	5.09183824618575e-05	3.98904342738611e-05	3.83940240469451e-05	4.78534726666946e-05	0
ENSG00000059588	2.5398704445215e-05	1.19101675611699e-05	8.10065175529551e-06	6.64840571231019e-06	1.38218486569003e-05	4.78534726666946e-05	0
ENSG00000231768	0	0	1.15723596504222e-06	0	0	0	0
ENSG00000230404	0	0	0	0	0	0	0
ENSG00000168264	4.49078542364671e-05	4.91294411898257e-05	6.01762701821952e-05	3.6566231417706e-05	4.7608589818212e-05	5.98168408333682e-05	0
ENSG00000228830	0	0	1.73585394756332e-06	0	0	0	4.32862955588261e-05
ENSG00000224939	0	1.48877094514623e-06	0	0	0	0	0
ENSG00000272362	0	0	0	0	0	0	0
ENSG00000228044	0	0	0	0	0	0	0
ENSG00000241475	0	0	0	0	0	0	0
ENSG00000230628	0	0	0	0	0	0	0
ENSG00000224037	0	0	0	0	0	0	0
ENSG00000227630	0	0	0	0	3.07152192375561e-06	0	0
ENSG00000237520	0	0	0	0	0	0	0
ENSG00000238005	0	0	4.05032587764776e-06	0	0	0	0
ENSG00000258082	0	0	2.89308991260554e-06	0	0	0	0
ENSG00000273416	0	0	0	0	0	0	0
ENSG00000173726	0.000167116113306197	0.00011463536277626	0.000128453192119686	9.97260856846528e-05	0.000118253594064591	0.000125615365750073	4.32862955588261e-05
ENSG00000188739	7.36194331745362e-06	5.95508378058494e-06	6.9434157902533e-06	9.97260856846528e-06	1.68933705806559e-05	0	0
ENSG00000054267	8.76071254776981e-05	8.48599438733354e-05	6.82769219374907e-05	0.000113022897109273	8.75383748270349e-05	5.98168408333682e-05	8.65725911176522e-05
ENSG00000152904	4.63802428999578e-05	4.16855864640946e-05	2.89308991260554e-05	7.31324628354121e-05	2.91794582756783e-05	1.79450522500105e-05	0
ENSG00000116957	4.78526315634485e-06	1.48877094514623e-05	4.05032587764776e-06	3.32420285615509e-06	9.21456577126683e-06	1.79450522500105e-05	0
ENSG00000243533	0	0	0	0	0	0	0
ENSG00000162885	1.47238866349072e-06	5.95508378058494e-06	1.73585394756332e-06	3.32420285615509e-06	3.07152192375561e-06	0	0
ENSG00000168243	0	0	0	0	0	0	0
ENSG00000143669	1.58281781325253e-05	6.69946925315806e-05	0.000153912383350615	4.32146371300162e-05	5.37516336657232e-05	4.18717885833578e-05	8.65725911176522e-05
ENSG00000229463	0	0	0	0	0	0	0
ENSG00000237845	0	0	0	0	0	0	0
ENSG00000229291	0	0	0	0	0	0	0
ENSG00000116962	0	0	2.89308991260554e-06	0	0	0	0
ENSG00000077585	7.7300404833263e-06	2.97754189029247e-06	1.90943934231966e-05	3.32420285615509e-06	1.07503267331446e-05	0	4.32862955588261e-05
ENSG00000086619	1.10429149761804e-05	8.93262567087741e-06	6.36479780773219e-06	6.64840571231019e-06	1.22860876950224e-05	5.98168408333682e-06	0
ENSG00000186197	1.47238866349072e-06	0	2.31447193008443e-06	3.32420285615509e-06	4.60728288563342e-06	0	0
ENSG00000116977	3.4601133592032e-05	2.23315641771935e-05	2.77736631610132e-05	2.99178257053958e-05	3.37867411613117e-05	2.99084204166841e-05	0.000129858886676478
ENSG00000223776	3.68097165872681e-07	0	5.78617982521108e-07	0	1.53576096187781e-06	0	0
ENSG00000273058	7.36194331745362e-07	2.97754189029247e-06	5.78617982521108e-07	0	1.53576096187781e-06	0	0
ENSG00000230325	0	0	0	0	0	0	0
ENSG00000119285	6.62574898570826e-06	1.19101675611699e-05	5.20756184268997e-06	1.32968114246204e-05	6.14304384751122e-06	0	0
ENSG00000077522	0	0	0	0	0	0	0
ENSG00000116984	8.83433198094435e-06	4.4663128354387e-06	5.78617982521108e-06	9.97260856846528e-06	7.67880480938903e-06	0	0
ENSG00000244020	0	0	0	0	0	0	0
ENSG00000198626	0	0	0	0	0	0	0
ENSG00000237250	0	0	0	0	0	0	0
ENSG00000116996	0	0	0	0	0	0	0
ENSG00000270188	0	0	0	0	0	0	0
ENSG00000234464	0	0	0	0	0	0	0
ENSG00000215808	0	0	0	0	0	0	0
ENSG00000231877	0	0	0	0	0	0	0
ENSG00000259776	3.68097165872681e-07	0	0	0	1.53576096187781e-06	0	0
ENSG00000227185	0	0	0	0	0	0	0
ENSG00000133019	0	0	0	0	0	0	0
ENSG00000234601	0	0	0	0	0	0	0
ENSG00000231979	0	0	0	0	0	0	0
ENSG00000155816	0	0	0	0	0	0	0
ENSG00000233735	0	0	0	0	0	0	0
ENSG00000233519	0	0	0	0	0	0	0
ENSG00000268365	0	0	0	0	0	0	0
ENSG00000180875	1.47238866349072e-06	0	0	0	1.53576096187781e-06	0	0
ENSG00000224359	0	0	0	0	0	0	0
ENSG00000230015	0	0	0	0	0	0	0
ENSG00000226919	0	0	0	0	0	0	0
ENSG00000182901	0	0	0	0	0	0	0
ENSG00000225554	0	0	0	0	0	0	0
ENSG00000091483	3.16563562650506e-05	3.12641898480709e-05	4.39749666716042e-05	2.32694199930857e-05	2.30364144281671e-05	2.39267363333473e-05	0
ENSG00000117009	2.94477732698145e-06	2.38203351223398e-05	8.67926973781662e-06	6.64840571231019e-06	0	0	0
ENSG00000054277	1.14110121420531e-05	6.84834634767268e-05	1.6201303510591e-05	6.64840571231019e-06	7.67880480938903e-06	3.58901045000209e-05	0
ENSG00000203668	1.10429149761804e-06	1.48877094514623e-06	1.15723596504222e-06	3.32420285615509e-06	0	0	0
ENSG00000162843	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000174371	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000197769	0	0	0	0	0	0	0
ENSG00000180287	0	0	0	0	0	0	0
ENSG00000272865	0	0	0	0	0	0	0
ENSG00000224525	0	0	0	0	0	0	0
ENSG00000234116	0	0	0	0	0	0	0
ENSG00000231512	0	0	0	0	0	0	0
ENSG00000214837	3.68097165872681e-07	0	1.15723596504222e-06	0	1.53576096187781e-06	0	0
ENSG00000143702	5.8895546539629e-06	1.63764803966086e-05	4.62894386016886e-06	3.32420285615509e-06	4.60728288563342e-06	2.39267363333473e-05	0
ENSG00000227230	0	0	0	0	0	0	0
ENSG00000232085	0	0	0	0	0	0	0
ENSG00000269795	0	0	0	0	0	0	0
ENSG00000054282	4.23311740753583e-05	3.87080445738021e-05	2.48805732484076e-05	4.32146371300162e-05	1.53576096187781e-05	1.79450522500105e-05	0
ENSG00000117020	5.8895546539629e-06	5.95508378058494e-06	2.89308991260554e-06	3.32420285615509e-06	6.14304384751122e-06	0	0
ENSG00000236031	0	0	0	0	0	0	0
ENSG00000226828	0	0	0	0	0	0	0
ENSG00000179456	4.04906882459949e-06	1.48877094514623e-06	5.78617982521108e-06	0	0	5.98168408333682e-06	0
ENSG00000268146	0	0	0	0	0	0	0
ENSG00000229960	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000237759	0	0	0	0	0	0	0
ENSG00000173728	0	0	0	0	0	0	0
ENSG00000240963	7.36194331745362e-07	0	0	0	0	0	0
ENSG00000035687	4.85888258951939e-05	2.97754189029247e-05	4.86039105317731e-05	6.64840571231019e-05	3.9929785008823e-05	5.98168408333682e-05	0
ENSG00000179397	1.10429149761804e-06	0	5.78617982521108e-07	0	0	0	0
ENSG00000121644	7.36194331745362e-06	1.78652513417548e-05	1.04151236853799e-05	1.66210142807755e-05	1.84291315425337e-05	1.19633681666736e-05	0
ENSG00000203667	4.08587854118676e-05	4.16855864640946e-05	1.85157754406755e-05	4.32146371300162e-05	4.30013069325786e-05	5.38351567500314e-05	0
ENSG00000188206	6.99384615158094e-06	5.95508378058494e-06	6.9434157902533e-06	6.64840571231019e-06	4.60728288563342e-06	0	0
ENSG00000153187	0.000134355465543529	0.000129523072227722	0.000105887090801363	0.000179506954232375	0.000156647618111536	0.00013159704983341	0.000129858886676478
ENSG00000273175	7.36194331745362e-07	0	5.78617982521108e-07	0	0	0	0
ENSG00000272195	3.68097165872681e-06	4.4663128354387e-06	8.10065175529551e-06	0	3.07152192375561e-06	1.19633681666736e-05	0
ENSG00000203666	1.84048582936341e-05	8.93262567087741e-06	3.12453710561398e-05	1.66210142807755e-05	1.38218486569003e-05	2.99084204166841e-05	0
ENSG00000162849	0	0	0	0	0	0	0
ENSG00000232192	0	0	0	0	0	0	0
ENSG00000238224	0	0	0	0	0	0	0
ENSG00000231612	0	0	0	0	0	0	0
ENSG00000185420	2.17177327864882e-05	1.48877094514623e-05	7.5220337727744e-06	4.98630428423264e-05	2.30364144281671e-05	1.19633681666736e-05	8.65725911176522e-05
ENSG00000235096	0	0	0	0	1.53576096187781e-06	0	0
ENSG00000226876	0	0	0	0	0	0	0
ENSG00000242042	0	0	0	0	0	0	0
ENSG00000162851	1.36195951372892e-05	2.08427932320473e-05	5.78617982521108e-06	1.32968114246204e-05	1.22860876950224e-05	1.79450522500105e-05	0
ENSG00000162852	2.46625101134696e-05	2.67978770126322e-05	1.27295956154644e-05	6.64840571231019e-06	1.38218486569003e-05	0	8.65725911176522e-05
ENSG00000260698	7.36194331745362e-07	0	0	0	0	0	0
ENSG00000235021	0	0	0	0	0	0	0
ENSG00000143653	1.47238866349072e-05	1.19101675611699e-05	3.00881350910976e-05	4.65388399861713e-05	3.68582630850673e-05	5.98168408333682e-06	0
ENSG00000260855	0	0	0	0	0	0	0
ENSG00000153207	7.36194331745362e-06	4.4663128354387e-06	2.89308991260554e-06	9.97260856846528e-06	6.14304384751122e-06	1.19633681666736e-05	0
ENSG00000135747	1.10429149761804e-06	2.97754189029247e-06	0	6.64840571231019e-06	1.53576096187781e-06	0	0
ENSG00000197472	0	0	0	0	0	0	0
ENSG00000188295	5.8895546539629e-06	7.44385472573117e-06	5.78617982521108e-06	1.66210142807755e-05	7.67880480938903e-06	2.39267363333473e-05	0
ENSG00000221953	0	0	0	0	0	0	0
ENSG00000196418	4.41716599047217e-06	1.19101675611699e-05	3.47170789512665e-06	6.64840571231019e-06	4.60728288563342e-06	1.19633681666736e-05	0
ENSG00000259865	1.84048582936341e-06	4.4663128354387e-06	4.62894386016886e-06	9.97260856846528e-06	4.60728288563342e-06	0	0
ENSG00000232347	1.47238866349072e-06	0	0	0	3.07152192375561e-06	0	0
ENSG00000162714	2.57668016110877e-06	1.48877094514623e-06	2.31447193008443e-06	9.97260856846528e-06	1.53576096187781e-06	5.98168408333682e-06	0
ENSG00000162711	4.41716599047217e-06	2.97754189029247e-06	3.41384609687454e-05	0	0	3.58901045000209e-05	0
ENSG00000177535	0	0	0	0	0	0	0
ENSG00000169224	0	0	0	0	0	0	0
ENSG00000227135	0	0	0	0	0	0	0
ENSG00000196242	0	0	0	0	0	0	0
ENSG00000236817	0	0	0	0	0	0	0
ENSG00000177489	0	0	0	0	0	0	0
ENSG00000177476	0	0	0	0	0	0	0
ENSG00000235749	0	0	0	0	0	0	0
ENSG00000197437	0	0	0	0	0	0	0
ENSG00000169214	0	0	0	0	0	0	0
ENSG00000241128	0	0	0	0	0	0	0
ENSG00000153230	0	0	0	0	0	0	0
ENSG00000221888	0	0	0	0	0	0	0
ENSG00000196772	0	0	0	0	0	0	0
ENSG00000197591	0	0	0	0	0	0	0
ENSG00000162722	7.36194331745362e-07	0	0	0	3.07152192375561e-06	0	0.000173145182235304
ENSG00000238243	3.68097165872681e-07	1.48877094514623e-06	0	0	0	0	0
ENSG00000177462	0	0	0	0	0	0	0
ENSG00000177275	0	0	0	0	0	0	0
ENSG00000196071	0	0	0	0	0	0	0
ENSG00000196936	0	0	0	0	0	0	0
ENSG00000187080	0	0	0	0	0	0	0
ENSG00000197454	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000203663	0	0	0	0	0	0	0
ENSG00000198128	0	0	0	0	0	0	0
ENSG00000162727	0	0	0	0	0	0	0
ENSG00000198601	0	0	0	0	0	0	0
ENSG00000228198	0	0	0	0	0	0	0
ENSG00000171180	0	0	0	0	0	0	0
ENSG00000177212	0	0	0	0	0	0	0
ENSG00000177201	0	0	0	0	0	0	0
ENSG00000177186	0	0	0	0	0	0	0
ENSG00000177174	0	0	0	0	0	0	0
ENSG00000196944	0	0	0	0	0	0	0
ENSG00000198104	0	0	0	0	0	0	0
ENSG00000175143	0	0	0	0	0	0	0
ENSG00000227152	0	0	0	0	0	0	0
ENSG00000196240	0	0	0	0	0	0	0
ENSG00000196539	0	0	0	0	0	0	0
ENSG00000229255	0	2.97754189029247e-06	0	0	0	0	0
ENSG00000203661	0	0	0	0	0	0	0
ENSG00000188558	0	0	0	0	0	0	0
ENSG00000224521	0	0	0	0	0	0	0
ENSG00000182783	0	0	0	0	0	0	0
ENSG00000183310	0	0	0	0	0	0	0
ENSG00000184022	0	2.97754189029247e-06	0	0	0	0	0
ENSG00000183130	3.68097165872681e-07	0	0	0	0	0	0
ENSG00000177151	0	0	0	0	0	0	0
ENSG00000187701	0	0	0	0	0	0	0
ENSG00000189181	0	0	0	0	0	0	0
ENSG00000229703	0	0	0	0	0	0	0
ENSG00000232694	0	0	0	0	0	0	0
ENSG00000266949	0	0	0	0	0	0	0
ENSG00000175137	2.94477732698145e-06	4.4663128354387e-06	6.36479780773219e-06	0	1.53576096187781e-06	0	0
ENSG00000171161	1.17791093079258e-05	2.08427932320473e-05	1.38868315805066e-05	1.32968114246204e-05	1.53576096187781e-05	1.79450522500105e-05	0
ENSG00000171163	9.20242914681703e-06	8.93262567087741e-06	2.31447193008443e-06	2.65936228492408e-05	9.21456577126683e-06	1.19633681666736e-05	0
ENSG00000227237	0	0	0	0	0	0	0
ENSG00000185220	1.06748178103078e-05	1.78652513417548e-05	6.36479780773219e-06	1.66210142807755e-05	9.21456577126683e-06	5.98168408333682e-06	0
ENSG00000184731	0	0	0	0	0	0	0
ENSG00000227061	0	0	0	0	0	0	0
ENSG00000035115	8.57666396483347e-05	2.67978770126322e-05	6.36479780773219e-06	3.98904342738611e-05	3.07152192375561e-05	2.39267363333473e-05	8.65725911176522e-05
ENSG00000143727	0.000133619271211783	0.000129523072227722	0.000118038068434306	0.000262612025636252	0.000132075442721491	9.57069453333892e-05	0.000346290364470609
ENSG00000189292	3.68097165872681e-07	0	0	3.32420285615509e-06	0	0	0
ENSG00000235779	0	0	0	0	0	0	0
ENSG00000233684	0	0	0	0	0	0	0
ENSG00000236856	0	0	0	0	0	0	0
ENSG00000226277	0	0	0	0	0	0	0
ENSG00000223985	0	0	0	0	0	0	0
ENSG00000225942	0	0	0	0	0	0	0
ENSG00000233633	0	0	0	0	0	0	0
ENSG00000151353	3.16563562650506e-05	2.38203351223398e-05	5.49687083395053e-05	6.64840571231019e-05	3.68582630850673e-05	1.19633681666736e-05	0
ENSG00000233296	0	0	0	0	0	0	0
ENSG00000233970	0	0	0	0	0	0	0
ENSG00000227713	0	0	0	0	0	0	0
ENSG00000272342	0	0	0	0	0	0	0
ENSG00000231173	0	0	0	0	0	0	0
ENSG00000223751	0	0	0	0	0	0	0
ENSG00000237667	0	0	0	0	0	0	0
ENSG00000228799	0	0	0	0	0	0	0
ENSG00000234796	0	0	0	0	0	0	0
ENSG00000235688	7.36194331745362e-07	1.48877094514623e-06	5.78617982521108e-07	0	0	0	0
ENSG00000172554	7.36194331745362e-07	0	0	0	0	0	0
ENSG00000235403	0	0	0	0	0	0	0
ENSG00000236665	0	0	0	0	0	0	0
ENSG00000233553	0	0	0	0	0	0	0
ENSG00000115705	1.10429149761804e-06	0	0	0	1.53576096187781e-06	0	0
ENSG00000228613	0	0	0	0	0	0	0
ENSG00000231482	0	0	0	0	0	0	0
ENSG00000203635	0	0	0	0	0	0	0
ENSG00000130508	0	0	0	0	0	0	0
ENSG00000186487	0	1.48877094514623e-06	0	0	0	0	0
ENSG00000232057	0	0	0	0	0	0	0
ENSG00000225619	0	0	0	0	0	0	0
ENSG00000234929	0	0	0	0	0	0	0
ENSG00000227364	0	0	0	0	0	0	0
ENSG00000237720	0	0	0	0	0	0	0
ENSG00000228391	0	0	0	0	0	0	0
ENSG00000234423	7.36194331745362e-07	0	0	0	0	0	0
ENSG00000236760	0	0	0	0	0	0	0
ENSG00000226649	0	0	0	0	0	0	0
ENSG00000032389	2.61348987769604e-05	5.65732959155569e-05	3.47170789512665e-05	3.32420285615509e-05	3.37867411613117e-05	1.79450522500105e-05	0
ENSG00000171853	1.69324696301433e-05	3.57305026835096e-05	3.52956969337876e-05	1.66210142807755e-05	1.99648925044115e-05	1.79450522500105e-05	4.32862955588261e-05
ENSG00000225234	1.84048582936341e-06	4.4663128354387e-06	1.15723596504222e-06	3.32420285615509e-06	0	5.98168408333682e-06	0
ENSG00000271868	0	0	0	0	0	0	0
ENSG00000182551	8.4294250984844e-05	6.40171506412881e-05	0.000102415382906236	7.97808685477223e-05	4.91443507800898e-05	0.000119633681666736	0.000259717773352956
ENSG00000235078	7.36194331745362e-07	7.44385472573117e-06	0	0	4.60728288563342e-06	5.98168408333682e-06	0
ENSG00000242282	7.36194331745362e-07	1.48877094514623e-06	5.78617982521108e-07	6.64840571231019e-06	0	0	0
ENSG00000255767	0	0	0	0	0	0	0
ENSG00000171865	1.80367611277614e-05	2.08427932320473e-05	2.19874833358021e-05	3.32420285615509e-05	3.37867411613117e-05	1.19633681666736e-05	0
ENSG00000234171	1.03067206444351e-05	1.33989385063161e-05	7.5220337727744e-06	9.97260856846528e-06	7.67880480938903e-06	2.39267363333473e-05	0
ENSG00000171863	0.00463949667865927	0.00467622953870432	0.00280629721522737	0.00313804749621041	0.00440149091674179	0.00404960012441903	0.00164487923123539
ENSG00000118004	0	0	0	0	0	0	0
ENSG00000237370	0	0	0	0	0	0	0
ENSG00000151360	0	0	0	0	0	0	0
ENSG00000224661	0	0	0	0	0	0	0
ENSG00000214866	0	0	0	0	0	0	0
ENSG00000227363	0	0	0	0	0	0	0
ENSG00000237401	0	0	0	0	0	0	0
ENSG00000229550	0	0	0	0	0	0	0
ENSG00000231532	0	0	0	0	0	0	0
ENSG00000232835	0	0	0	0	0	0	0
ENSG00000224128	0	0	0	0	0	0	0
ENSG00000230090	0	0	0	0	0	0	0
ENSG00000176887	0	0	0	0	0	0	0
ENSG00000236106	0	0	0	0	0	0	0
ENSG00000237266	0	0	0	0	0	0	0
ENSG00000272268	0	0	0	0	0	0	0
ENSG00000234275	0	0	0	0	0	0	0
ENSG00000227007	0	0	0	0	0	0	0
ENSG00000226488	0	0	0	0	0	0	0
ENSG00000236172	0	0	0	0	0	0	0
ENSG00000205837	0	0	0	0	0	0	0
ENSG00000225964	0	0	0	3.32420285615509e-06	0	0	0
ENSG00000134326	2.20858299523609e-05	1.19101675611699e-05	4.91825285142942e-05	3.6566231417706e-05	1.84291315425337e-05	7.17802090000419e-05	4.32862955588261e-05
ENSG00000134321	2.35582186158516e-05	1.04213966160236e-05	4.33963486890831e-05	3.6566231417706e-05	1.22860876950224e-05	5.98168408333682e-06	0
