geneID	weight
ENSG00000152495	1
ENSG00000249318	0
ENSG00000248268	0
ENSG00000164211	1
ENSG00000246859	0
ENSG00000134986	1
ENSG00000250095	0
ENSG00000129595	1
ENSG00000224032	0
ENSG00000250882	0
ENSG00000251187	0
ENSG00000251076	0
ENSG00000278921	0
ENSG00000250358	0
ENSG00000134982	1
ENSG00000258864	0
ENSG00000272869	0
ENSG00000153037	0.5
ENSG00000129625	0.5
ENSG00000212643	0
ENSG00000270067	0
ENSG00000272389	0
ENSG00000172795	1
ENSG00000171444	1
ENSG00000232633	0
ENSG00000212122	1
ENSG00000047188	1
ENSG00000251628	0
ENSG00000080709	1
ENSG00000246316	0
ENSG00000251542	0
ENSG00000251132	0
ENSG00000250242	0
ENSG00000152503	1
ENSG00000249791	0
ENSG00000164219	1
ENSG00000271797	0
ENSG00000164221	1
ENSG00000145780	0.5
ENSG00000251201	0.5
ENSG00000243414	1
ENSG00000249249	0
ENSG00000134970	0.5
ENSG00000249021	0
ENSG00000248709	0
ENSG00000129596	1
ENSG00000145782	0.5
ENSG00000177879	0.5
ENSG00000280329	0
ENSG00000172901	1
ENSG00000268714	0
ENSG00000268223	1
ENSG00000272265	0
ENSG00000271918	0
ENSG00000145781	0.5
ENSG00000250015	0
ENSG00000092421	1
ENSG00000248445	0
ENSG00000249167	0
ENSG00000251311	0
ENSG00000249150	0
ENSG00000250949	0
ENSG00000248663	0
ENSG00000249797	0
ENSG00000250427	0
ENSG00000250891	0
ENSG00000249551	0
ENSG00000249128	0
ENSG00000249426	0
ENSG00000169570	1
ENSG00000249494	0
ENSG00000172869	1
ENSG00000145779	1
ENSG00000133835	0
ENSG00000164334	1
ENSG00000251293	0
ENSG00000261036	0
ENSG00000184838	1
ENSG00000248927	0
ENSG00000229855	0
ENSG00000181867	0
ENSG00000151304	1
ENSG00000113083	1
ENSG00000247311	0
ENSG00000164185	1
ENSG00000249610	0
ENSG00000272139	0
ENSG00000064692	1
ENSG00000249621	0
ENSG00000249916	0
ENSG00000250328	0
ENSG00000251538	0
ENSG00000205302	0.5
ENSG00000064652	1
ENSG00000168938	1
ENSG00000249996	0
ENSG00000223652	0
ENSG00000061455	1
ENSG00000168944	1
ENSG00000151292	0.5
ENSG00000253807	0
ENSG00000251421	0
ENSG00000248600	0
ENSG00000251214	0
ENSG00000250438	0
ENSG00000248296	0
ENSG00000168916	1
ENSG00000249112	0
ENSG00000248443	0
ENSG00000249261	0
ENSG00000249423	0
ENSG00000250411	0
ENSG00000249365	0
ENSG00000281608	0
ENSG00000250402	0
ENSG00000260192	0
ENSG00000248752	0
ENSG00000248107	0
ENSG00000155324	1
ENSG00000250602	0
ENSG00000164904	0
ENSG00000164902	0.5
ENSG00000196900	1
ENSG00000251072	0
ENSG00000113368	1
ENSG00000173926	1
ENSG00000164241	1
ENSG00000145794	1
ENSG00000271766	0
ENSG00000164244	0.5
ENSG00000282925	0
ENSG00000205279	1
ENSG00000248799	0
ENSG00000230561	1
ENSG00000250603	0
ENSG00000245937	0
ENSG00000064651	1
ENSG00000138829	1
ENSG00000113396	1
ENSG00000066583	1
ENSG00000249421	0
ENSG00000145808	1
ENSG00000251680	0
ENSG00000186367	1
ENSG00000198108	1
ENSG00000169567	0.5
ENSG00000186687	0
ENSG00000158985	1
ENSG00000158987	1
ENSG00000273217	0
ENSG00000217128	1
ENSG00000239642	1
ENSG00000281938	0
ENSG00000234758	0
ENSG00000164398	1
ENSG00000223548	0
ENSG00000231585	0
ENSG00000164399	1
ENSG00000164400	1
ENSG00000224015	0
ENSG00000237714	0
ENSG00000072682	1
ENSG00000131435	1
ENSG00000197208	0
ENSG00000197375	1
ENSG00000197536	1
ENSG00000238160	0
ENSG00000234290	0
ENSG00000125347	1
ENSG00000277192	0
ENSG00000113525	1
ENSG00000113522	0.5
ENSG00000223442	0
ENSG00000169194	1
ENSG00000113520	1
ENSG00000230612	0
ENSG00000131437	1
ENSG00000205089	1
ENSG00000164402	1
ENSG00000198944	1
ENSG00000272203	0
ENSG00000164403	1
ENSG00000164404	1
ENSG00000164405	0
ENSG00000164406	1
ENSG00000072364	0.5
ENSG00000272023	0
ENSG00000155329	0.5
ENSG00000170606	0
ENSG00000251616	0
ENSG00000248245	0
ENSG00000053108	1
ENSG00000249478	0
ENSG00000250244	0
ENSG00000250409	0
ENSG00000249073	0
ENSG00000113583	0.5
ENSG00000213585	0
ENSG00000271737	0
ENSG00000081059	1
ENSG00000113558	0.5
ENSG00000272772	0
ENSG00000113575	0.5
ENSG00000270177	0
ENSG00000006837	1
ENSG00000119048	0.5
ENSG00000248559	0
ENSG00000237190	1
ENSG00000250564	0
ENSG00000250994	0
ENSG00000251169	0
ENSG00000043143	1
ENSG00000152700	1
ENSG00000113615	0.5
ENSG00000164615	1
ENSG00000145833	0.5
ENSG00000181904	0.5
ENSG00000113621	0.5
ENSG00000132570	0
ENSG00000152705	1
ENSG00000069011	1
ENSG00000224186	0
ENSG00000277619	0
ENSG00000249082	0
ENSG00000248753	0
ENSG00000248482	0
ENSG00000249647	0
ENSG00000113648	0.5
ENSG00000270021	0
ENSG00000251380	1
ENSG00000255833	1
ENSG00000249639	0
ENSG00000181965	1
ENSG00000250167	0
ENSG00000145824	1
ENSG00000251045	0
ENSG00000250378	0
ENSG00000145832	1
ENSG00000145839	1
ENSG00000254239	0
ENSG00000253927	0
ENSG00000145826	1
ENSG00000120708	1
ENSG00000164621	0
ENSG00000113658	0.5
ENSG00000271824	1
ENSG00000069018	1
ENSG00000248211	0
ENSG00000250947	0
ENSG00000279240	0
ENSG00000249803	0
ENSG00000250284	0
ENSG00000152377	1
ENSG00000146021	1
ENSG00000177733	0.5
ENSG00000270697	0
ENSG00000250159	0
ENSG00000120729	1
ENSG00000078795	1
ENSG00000031003	1
ENSG00000246323	0
ENSG00000250260	0
ENSG00000061492	1
ENSG00000112981	1
ENSG00000112983	1
ENSG00000112984	1
ENSG00000094880	0.5
ENSG00000146013	1
ENSG00000158402	1
ENSG00000120709	1
ENSG00000249971	0
ENSG00000120733	1
ENSG00000132563	1
ENSG00000120738	1
ENSG00000120705	0.5
ENSG00000113013	0
ENSG00000044115	0.5
ENSG00000253404	0
ENSG00000146006	1
ENSG00000120725	0.5
ENSG00000249593	0
ENSG00000280987	0
ENSG00000015479	1
ENSG00000120727	0.5
ENSG00000272742	0
ENSG00000170482	1
ENSG00000170476	1
ENSG00000228672	1
ENSG00000170469	1
ENSG00000170464	0
ENSG00000279686	0
ENSG00000249751	1
ENSG00000184584	1
ENSG00000131508	0.5
ENSG00000272255	0
ENSG00000171604	0.5
ENSG00000250635	0
ENSG00000249526	0
ENSG00000249131	0
ENSG00000251387	0
ENSG00000271792	0
ENSG00000146005	1
ENSG00000158458	1
ENSG00000250692	0
ENSG00000245146	0
ENSG00000185129	0.5
ENSG00000182700	1
ENSG00000120306	1
ENSG00000113068	1
ENSG00000281227	0
ENSG00000113070	1
ENSG00000253965	0
ENSG00000113073	1
ENSG00000249637	0
ENSG00000131503	0.5
ENSG00000254996	0.5
ENSG00000213523	0.5
ENSG00000243056	1
ENSG00000113108	1
ENSG00000176087	0.5
ENSG00000170458	1
ENSG00000131495	0
ENSG00000113119	1
ENSG00000113141	1
ENSG00000120314	0.5
ENSG00000256453	1
ENSG00000170445	0.5
ENSG00000112855	0
ENSG00000146007	0.5
ENSG00000204970	0
ENSG00000279726	0
ENSG00000204969	0
ENSG00000255408	0
ENSG00000204967	0
ENSG00000204965	0
ENSG00000081842	0
ENSG00000204963	0
ENSG00000204962	0
ENSG00000204961	0
ENSG00000278907	0
ENSG00000250120	0
ENSG00000278946	0
ENSG00000249158	0
ENSG00000251664	0
ENSG00000278915	0
ENSG00000278901	0
ENSG00000239389	0
ENSG00000248383	0
ENSG00000279028	0
ENSG00000243232	0
ENSG00000279047	0
ENSG00000171815	0
ENSG00000279558	0
ENSG00000112852	0
ENSG00000272154	0
ENSG00000113205	0
ENSG00000272108	0
ENSG00000081818	0
ENSG00000113209	0
ENSG00000280029	0
ENSG00000113211	0
ENSG00000280336	0
ENSG00000113212	0
ENSG00000120322	0
ENSG00000272674	0
ENSG00000279068	0
ENSG00000120324	0
ENSG00000278936	0
ENSG00000177839	0
ENSG00000279375	0
ENSG00000197479	0
ENSG00000120328	0
ENSG00000187372	0
ENSG00000120327	0
ENSG00000279983	0
ENSG00000113248	0
ENSG00000178913	1
ENSG00000120329	0
ENSG00000272070	0
ENSG00000204956	0
ENSG00000081853	0
ENSG00000254245	0
ENSG00000254221	0
ENSG00000280026	0
ENSG00000262576	0
ENSG00000253910	0
ENSG00000253485	0
ENSG00000262209	0
ENSG00000253731	0
ENSG00000253537	0
ENSG00000253953	0
ENSG00000253767	0
ENSG00000276547	0.5
ENSG00000261934	0
ENSG00000253305	0
ENSG00000253846	0
ENSG00000254122	0
ENSG00000253873	0
ENSG00000279855	0
ENSG00000253159	0
ENSG00000240184	0
ENSG00000242419	0
ENSG00000240764	0
ENSG00000131504	1
ENSG00000246422	0
ENSG00000228737	0
ENSG00000171720	0.5
ENSG00000164620	1
ENSG00000197948	1
ENSG00000120318	1
ENSG00000156453	1
ENSG00000081791	0
ENSG00000113555	1
ENSG00000271871	0
ENSG00000013561	0.5
ENSG00000254099	0
ENSG00000113552	0.5
ENSG00000131507	0.5
ENSG00000187678	1
ENSG00000281881	0
ENSG00000231185	0
ENSG00000113578	1
ENSG00000261757	0
ENSG00000236714	0
ENSG00000145819	1
ENSG00000226272	0
ENSG00000113580	1
ENSG00000249429	0
ENSG00000251205	0
ENSG00000158497	1
ENSG00000145817	0.5
ENSG00000183775	1
ENSG00000251031	0
ENSG00000250842	0
ENSG00000248125	0
ENSG00000186314	0
ENSG00000204928	1
ENSG00000156463	1
ENSG00000173261	1
ENSG00000251556	0
ENSG00000133706	1
ENSG00000275740	0
ENSG00000091009	0.5
ENSG00000250025	0
ENSG00000091010	1
ENSG00000248842	0
ENSG00000113649	0.5
ENSG00000173250	1
ENSG00000250407	0
ENSG00000156475	1
ENSG00000250343	0
ENSG00000169302	1
ENSG00000113657	1
ENSG00000272239	0
ENSG00000280780	0
ENSG00000176049	1
ENSG00000164266	1
ENSG00000164265	1
ENSG00000178776	1
ENSG00000248362	0
ENSG00000251320	0
ENSG00000133710	1
ENSG00000196800	1
ENSG00000178172	1
ENSG00000248109	1
ENSG00000214510	1
ENSG00000247199	0
ENSG00000145879	1
ENSG00000204909	1
ENSG00000145868	0.5
ENSG00000251330	0
ENSG00000164270	1
ENSG00000169252	1
ENSG00000169247	1
ENSG00000272411	0
ENSG00000250072	0
ENSG00000173210	1
ENSG00000248647	0
ENSG00000253406	0
ENSG00000157510	1
ENSG00000164284	0
ENSG00000253618	0
ENSG00000145882	1
ENSG00000127743	1
ENSG00000253865	0
ENSG00000249669	0
ENSG00000275871	0
ENSG00000269936	0
ENSG00000113712	0.5
ENSG00000183111	1
ENSG00000155846	1
ENSG00000132915	1
ENSG00000155850	1
ENSG00000164296	0.5
ENSG00000113716	0.5
ENSG00000182578	1
ENSG00000113721	1
ENSG00000113722	1
ENSG00000011083	1
ENSG00000070808	1
ENSG00000183876	1
ENSG00000070814	1
ENSG00000019582	1
ENSG00000164587	0
ENSG00000254333	0
ENSG00000070614	0.5
ENSG00000171992	1
ENSG00000253852	0
ENSG00000164591	1
ENSG00000250309	0
ENSG00000086589	1
ENSG00000132912	0.5
ENSG00000256235	1
ENSG00000237693	1
ENSG00000145908	1
ENSG00000279109	0
ENSG00000211445	1
ENSG00000145901	0.5
ENSG00000197043	0.5
ENSG00000254298	0
ENSG00000198624	1
ENSG00000196743	1
ENSG00000186334	1
ENSG00000186335	1
ENSG00000123643	1
ENSG00000086570	1
ENSG00000271795	0
ENSG00000260581	0
ENSG00000113140	1
ENSG00000249035	0
ENSG00000272112	0
ENSG00000177556	0.5
ENSG00000253921	0
ENSG00000275765	0
ENSG00000145907	0.5
ENSG00000145888	1
ENSG00000254226	0
ENSG00000132911	1
ENSG00000249484	0
ENSG00000155511	1
ENSG00000251183	0
ENSG00000261382	0
ENSG00000055147	0.5
ENSG00000037749	0.5
ENSG00000164574	1
ENSG00000245275	0
ENSG00000164576	0.5
ENSG00000113196	1
ENSG00000254293	0
ENSG00000155506	0.5
ENSG00000170271	1
ENSG00000155508	1
ENSG00000082516	1
ENSG00000082515	0
ENSG00000226650	1
ENSG00000170624	1
ENSG00000279646	0
ENSG00000254163	0
ENSG00000145850	1
ENSG00000113249	1
ENSG00000135077	1
ENSG00000254246	0
ENSG00000155868	0.5
ENSG00000113263	1
ENSG00000170613	1
ENSG00000253980	0
ENSG00000253653	0
ENSG00000055163	1
ENSG00000172568	1
ENSG00000248544	0
ENSG00000135074	1
ENSG00000172548	1
ENSG00000253519	0
ENSG00000039600	1
ENSG00000187658	1
ENSG00000253798	0
ENSG00000113272	0
ENSG00000155858	1
ENSG00000113282	0.5
ENSG00000253792	0
ENSG00000253673	0
ENSG00000253449	0
ENSG00000253424	0
ENSG00000253134	0
ENSG00000276778	0
ENSG00000254350	0
ENSG00000272085	0
ENSG00000254135	0
ENSG00000164330	1
ENSG00000253811	0
ENSG00000253456	0
ENSG00000245812	0
ENSG00000145860	1
ENSG00000253256	0
ENSG00000253315	0
ENSG00000164332	1
ENSG00000249738	0
ENSG00000113302	1
ENSG00000253298	0
ENSG00000254199	0
ENSG00000253311	0
ENSG00000170214	1
ENSG00000113312	0.5
ENSG00000170234	0.5
ENSG00000170231	1
ENSG00000247699	0
ENSG00000135083	1
ENSG00000145861	1
ENSG00000221886	1
ENSG00000164609	1
ENSG00000164611	1
ENSG00000253522	0
ENSG00000118322	1
ENSG00000253687	0
ENSG00000254391	0
ENSG00000253417	0
ENSG00000145864	1
ENSG00000145863	1
ENSG00000253403	0
ENSG00000022355	1
ENSG00000280776	0
ENSG00000113327	1
ENSG00000254173	0
ENSG00000254186	0
ENSG00000250061	0
ENSG00000113328	0.5
ENSG00000170584	0.5
ENSG00000072571	1
ENSG00000251018	0
ENSG00000038274	0
ENSG00000253331	0
ENSG00000253538	0
ENSG00000241956	0
ENSG00000253236	0
ENSG00000254066	0
ENSG00000253693	0
ENSG00000254171	0
ENSG00000254130	0
ENSG00000253713	0
ENSG00000253469	0
ENSG00000145934	1
ENSG00000254365	0
ENSG00000254297	0
ENSG00000253527	0
ENSG00000254187	0
ENSG00000253660	0
ENSG00000253947	0
ENSG00000253925	0
ENSG00000253978	0
ENSG00000113645	1
ENSG00000113643	0
ENSG00000188573	1
ENSG00000120137	0.5
ENSG00000254192	0
ENSG00000184347	1
ENSG00000254042	0
ENSG00000248965	0
ENSG00000248222	0
ENSG00000040275	1
ENSG00000134516	1
ENSG00000253269	0
ENSG00000204767	1
ENSG00000168269	1
ENSG00000249601	0
ENSG00000043462	1
ENSG00000250274	0
ENSG00000235172	0
ENSG00000182132	1
ENSG00000145936	1
ENSG00000253647	0
ENSG00000253858	0
ENSG00000253591	0
ENSG00000253348	0
ENSG00000094755	1
ENSG00000204764	1
ENSG00000275038	0
ENSG00000164438	1
ENSG00000181163	1
ENSG00000156427	1
ENSG00000253110	0
ENSG00000185662	1
ENSG00000072803	0.5
ENSG00000072786	1
ENSG00000214360	1
ENSG00000168246	1
ENSG00000174705	1
ENSG00000254299	0
ENSG00000214357	1
ENSG00000253445	0
ENSG00000253295	0
ENSG00000253736	0
ENSG00000120129	1
ENSG00000253628	0
ENSG00000113719	1
ENSG00000204758	0
ENSG00000254295	0
ENSG00000037241	0
ENSG00000113732	0.5
ENSG00000164463	1
ENSG00000253172	0
ENSG00000113734	0.5
ENSG00000183072	1
ENSG00000113739	1
ENSG00000253968	0
ENSG00000253141	0
ENSG00000253768	0
ENSG00000254164	0
ENSG00000253955	0
ENSG00000145919	0.5
ENSG00000253959	0
ENSG00000253428	0
ENSG00000253686	0
ENSG00000254211	0
ENSG00000113742	1
ENSG00000185056	1
ENSG00000170091	1
ENSG00000253244	0
ENSG00000253447	0
ENSG00000249722	0
ENSG00000249306	0
ENSG00000250256	0
ENSG00000120149	1
ENSG00000251670	0
ENSG00000251144	0
ENSG00000204754	0
ENSG00000249403	0
ENSG00000184845	1
ENSG00000164466	0
ENSG00000113749	1
ENSG00000145920	1
ENSG00000051596	1
ENSG00000250801	0
ENSG00000250992	0
ENSG00000248469	0
ENSG00000182230	1
ENSG00000251458	0
ENSG00000251623	0
ENSG00000248596	0
ENSG00000170085	1
ENSG00000122203	0.5
ENSG00000250909	0
ENSG00000251414	0
ENSG00000175414	1
ENSG00000048162	0.5
ENSG00000146066	0
ENSG00000175416	0.5
ENSG00000113194	0.5
ENSG00000146083	1
ENSG00000074276	1
ENSG00000169258	1
ENSG00000074317	1
ENSG00000175766	1
ENSG00000048140	0.5
ENSG00000248484	0
ENSG00000251446	0
ENSG00000248859	0
ENSG00000113763	1
ENSG00000160883	0
ENSG00000087206	1
ENSG00000113761	1
ENSG00000160867	1
ENSG00000165671	0.5
ENSG00000169228	0
ENSG00000213347	1
ENSG00000169230	0
ENSG00000169223	1
ENSG00000169220	1
ENSG00000131183	1
ENSG00000196570	1
ENSG00000131187	1
ENSG00000198055	1
ENSG00000246334	0
ENSG00000131188	1
ENSG00000113758	1
ENSG00000196923	1
ENSG00000248996	0
ENSG00000146094	1
ENSG00000183258	0.5
ENSG00000146067	1
ENSG00000272459	0
ENSG00000184840	0.5
ENSG00000027847	0.5
ENSG00000247679	0
ENSG00000249849	0
ENSG00000170074	1
ENSG00000249109	0
ENSG00000248943	0
ENSG00000249186	0
ENSG00000250101	0
ENSG00000249684	0
ENSG00000280207	0
ENSG00000175325	1
ENSG00000204677	1
ENSG00000145911	1
ENSG00000145916	0.5
ENSG00000145912	0.5
ENSG00000197451	0.5
ENSG00000175309	1
ENSG00000050767	1
ENSG00000253698	0
ENSG00000113240	1
ENSG00000169131	1
ENSG00000178338	1
ENSG00000198939	1
ENSG00000272431	0
ENSG00000178187	1
ENSG00000254035	0
ENSG00000113262	1
ENSG00000234284	1
ENSG00000177932	1
ENSG00000087116	1
ENSG00000253979	0
ENSG00000253163	0
ENSG00000250674	0
ENSG00000253652	0
ENSG00000176783	0.5
ENSG00000244945	0
ENSG00000169045	0.5
ENSG00000250999	0
ENSG00000204659	1
ENSG00000127022	0.5
ENSG00000161021	1
ENSG00000213316	1
ENSG00000161013	0.5
ENSG00000161011	1
ENSG00000161010	1
ENSG00000245317	0
ENSG00000197226	0.5
ENSG00000113269	1
ENSG00000249412	0
ENSG00000146090	1
ENSG00000050748	0.5
ENSG00000248367	0
ENSG00000131459	1
ENSG00000250509	0
ENSG00000113300	1
ENSG00000161055	1
ENSG00000037280	1
ENSG00000248717	0
ENSG00000174339	1
ENSG00000131446	1
ENSG00000245060	0
ENSG00000196670	1
ENSG00000113303	1
ENSG00000168903	1
ENSG00000165810	1
ENSG00000185372	1
ENSG00000182613	1
ENSG00000248473	0
ENSG00000250222	0
ENSG00000146054	1
ENSG00000250900	0
ENSG00000248514	0
ENSG00000146063	0.5
ENSG00000247049	0
ENSG00000204628	1
ENSG00000183718	1
ENSG00000248103	0
ENSG00000238035	0
ENSG00000250765	0
ENSG00000230178	1
ENSG00000170590	0
ENSG00000263667	0
ENSG00000205653	0
ENSG00000112679	0.5
ENSG00000137265	1
ENSG00000112685	0.5
ENSG00000230433	0
ENSG00000188996	1
ENSG00000272463	0
ENSG00000271727	0
ENSG00000271911	0
ENSG00000272485	0
ENSG00000276687	0
ENSG00000278343	0
ENSG00000270937	0
ENSG00000176515	0
ENSG00000164379	1
ENSG00000281809	0
ENSG00000261730	0
ENSG00000137273	1
ENSG00000272279	0
ENSG00000280916	0
ENSG00000054598	1
ENSG00000112699	1
ENSG00000250903	0
ENSG00000272465	0
ENSG00000164385	0
ENSG00000228718	0
ENSG00000145949	1
ENSG00000124535	0.5
ENSG00000021355	1
ENSG00000230438	0
ENSG00000170542	1
ENSG00000228365	0
ENSG00000124570	0.5
ENSG00000244041	0
ENSG00000124588	0.5
ENSG00000224846	0
ENSG00000229282	0
ENSG00000137275	0.5
ENSG00000272277	0
ENSG00000137274	0
ENSG00000228170	0
ENSG00000137267	1
ENSG00000230269	0
ENSG00000137285	1
ENSG00000180822	0.5
ENSG00000137266	1
ENSG00000272320	0
ENSG00000228793	0
ENSG00000168994	1
ENSG00000270504	0
ENSG00000145945	0.5
ENSG00000233068	0
ENSG00000260604	0
ENSG00000272248	0
ENSG00000230648	0
ENSG00000112739	0.5
ENSG00000145975	1
ENSG00000185689	1
ENSG00000198721	0.5
ENSG00000254821	0
ENSG00000234817	0
ENSG00000237716	0
ENSG00000231811	0
ENSG00000260239	0
ENSG00000260673	0
ENSG00000205444	0
ENSG00000153046	0.5
ENSG00000236336	0
ENSG00000124787	0
ENSG00000272142	0
ENSG00000271978	0
ENSG00000219607	1
ENSG00000214113	0
ENSG00000145982	0
ENSG00000269985	0
ENSG00000270174	0
ENSG00000233064	0
ENSG00000124785	1
ENSG00000124491	1
ENSG00000216863	0
ENSG00000112799	1
ENSG00000261211	0
ENSG00000226281	0
ENSG00000224532	0
ENSG00000223342	0
ENSG00000203498	0
ENSG00000124782	1
ENSG00000124783	0.5
ENSG00000238221	0
ENSG00000164304	1
ENSG00000124784	0.5
ENSG00000261189	0
ENSG00000096696	1
ENSG00000168566	0.5
ENSG00000153162	1
ENSG00000239264	1
ENSG00000259040	0
ENSG00000188428	1
ENSG00000265818	0
ENSG00000282913	0
ENSG00000124802	0.5
ENSG00000232234	0
ENSG00000234763	0
ENSG00000124786	1
ENSG00000251164	0
ENSG00000230939	0
ENSG00000225775	0
ENSG00000181355	1
ENSG00000137203	1
ENSG00000229950	0
ENSG00000228478	0
ENSG00000183674	0
ENSG00000229401	0
ENSG00000231056	0
ENSG00000111846	1
ENSG00000237685	0
ENSG00000137434	1
ENSG00000111845	0.5
ENSG00000111843	0
ENSG00000272097	0
ENSG00000137210	0.5
ENSG00000272162	0
ENSG00000111837	1
ENSG00000124827	1
ENSG00000235051	0
ENSG00000153157	1
ENSG00000197977	1
ENSG00000230314	0
ENSG00000224531	1
ENSG00000244476	1
ENSG00000247925	0
ENSG00000111859	1
ENSG00000233656	0
ENSG00000242753	0
ENSG00000205269	1
ENSG00000271897	0
ENSG00000111863	1
ENSG00000234427	0
ENSG00000225102	0
ENSG00000229896	0
ENSG00000095951	0.5
ENSG00000078401	1
ENSG00000234015	0
ENSG00000112137	1
ENSG00000215022	0
ENSG00000145979	0.5
ENSG00000272379	0
ENSG00000145990	1
ENSG00000237786	0
ENSG00000124523	0
ENSG00000261071	0
ENSG00000225921	0.5
ENSG00000010017	1
ENSG00000050393	1
ENSG00000272209	0
ENSG00000180537	1
ENSG00000233981	0
ENSG00000112149	1
ENSG00000230631	0
ENSG00000226673	0
ENSG00000237346	0
ENSG00000234540	0
ENSG00000229646	0
ENSG00000234261	0
ENSG00000271888	0
ENSG00000008083	1
ENSG00000235488	0
ENSG00000047579	1
ENSG00000232947	0
ENSG00000007944	1
ENSG00000137198	1
ENSG00000282024	0
ENSG00000124788	1
ENSG00000229931	0
ENSG00000272341	0
ENSG00000230873	1
ENSG00000112183	1
ENSG00000112186	1
ENSG00000137414	0.5
ENSG00000124789	0.5
ENSG00000272269	0
ENSG00000137177	1
ENSG00000187566	1
ENSG00000137364	1
ENSG00000165097	1
ENSG00000124795	0.5
ENSG00000137393	1
ENSG00000231662	0
ENSG00000226786	0
ENSG00000237404	0
ENSG00000227116	0
ENSG00000228412	0
ENSG00000172201	1
ENSG00000172197	1
ENSG00000227803	0
ENSG00000112242	1
ENSG00000145996	1
ENSG00000233848	0
ENSG00000227089	0
ENSG00000280989	0
ENSG00000231754	0
ENSG00000124766	1
ENSG00000272168	0
ENSG00000260455	0
ENSG00000261568	0
ENSG00000260049	0
ENSG00000172179	1
ENSG00000112273	1
ENSG00000228772	0
ENSG00000233358	0
ENSG00000235743	0
ENSG00000152954	1
ENSG00000146038	1
ENSG00000146049	1
ENSG00000124532	0
ENSG00000112293	1
ENSG00000112294	0
ENSG00000137261	1
ENSG00000111802	0.5
ENSG00000112304	0.5
ENSG00000272345	0
ENSG00000112308	0.5
ENSG00000272402	0
ENSG00000224164	0
ENSG00000112312	1
ENSG00000260286	1
ENSG00000282804	0
ENSG00000111913	1
ENSG00000272053	0
ENSG00000229313	0
ENSG00000223623	0
ENSG00000230372	0
ENSG00000235733	0
ENSG00000079691	1
ENSG00000079689	1
ENSG00000164508	0
ENSG00000146047	0
ENSG00000146039	1
ENSG00000124568	1
ENSG00000124564	1
ENSG00000112337	1
ENSG00000112343	1
ENSG00000272558	0
ENSG00000272462	0
ENSG00000272810	0
ENSG00000124610	0
ENSG00000275714	0
ENSG00000278637	0
ENSG00000278705	0
ENSG00000274267	0
ENSG00000278463	0
ENSG00000276410	0
ENSG00000278272	0
ENSG00000187837	0
ENSG00000010704	1
ENSG00000197061	0
ENSG00000187475	0
ENSG00000180596	0
ENSG00000180573	0
ENSG00000168298	0
ENSG00000158373	0
ENSG00000283064	0
ENSG00000274290	0
ENSG00000277157	0
ENSG00000282988	0
ENSG00000197409	0
ENSG00000196866	0
ENSG00000277224	0
ENSG00000276966	0
ENSG00000273802	0
ENSG00000277075	0
ENSG00000274750	0
ENSG00000124575	0
ENSG00000274618	0
ENSG00000275663	0
ENSG00000277775	0
ENSG00000275713	0
ENSG00000273983	0
ENSG00000278588	0
ENSG00000158406	0
ENSG00000186470	1
ENSG00000124508	1
ENSG00000026950	1
ENSG00000111801	1
ENSG00000112763	1
ENSG00000124557	1
ENSG00000228223	0
ENSG00000261353	0
ENSG00000182952	1
ENSG00000146109	0.5
ENSG00000275846	0
ENSG00000181315	0.5
ENSG00000261584	0
ENSG00000224843	0
ENSG00000272312	0
ENSG00000272468	0
ENSG00000124635	0
ENSG00000196787	0
ENSG00000276180	0
ENSG00000197903	0
ENSG00000274997	0
ENSG00000112812	1
ENSG00000158553	1
ENSG00000124613	1
ENSG00000271755	0
ENSG00000096654	1
ENSG00000281706	0
ENSG00000185130	0
ENSG00000196747	0
ENSG00000278828	0
ENSG00000276368	0
ENSG00000273703	0
ENSG00000197238	0
ENSG00000273542	0
ENSG00000233822	0
ENSG00000275221	0
ENSG00000276903	0
ENSG00000184357	0
ENSG00000275379	0
ENSG00000275126	0
ENSG00000197153	0
ENSG00000278677	0
ENSG00000274641	0
ENSG00000168131	1
ENSG00000124657	1
ENSG00000272009	0
ENSG00000197279	1
ENSG00000269293	0
ENSG00000196812	1
ENSG00000261839	0
ENSG00000198315	1
ENSG00000137185	1
ENSG00000187626	1
ENSG00000189134	1
ENSG00000197062	1
ENSG00000276302	0
ENSG00000137338	1
ENSG00000235109	1
ENSG00000189298	1
ENSG00000158691	1
ENSG00000187987	1
ENSG00000198704	1
ENSG00000224586	1
ENSG00000232040	1
ENSG00000246350	0
ENSG00000235570	0
ENSG00000225173	0
ENSG00000225595	0
ENSG00000224157	0
ENSG00000204713	0.5
ENSG00000204709	0
ENSG00000227214	0
ENSG00000244349	0
ENSG00000197935	1
ENSG00000277661	0
ENSG00000204704	1
ENSG00000204703	1
ENSG00000204701	1
ENSG00000227206	0
ENSG00000204700	1
ENSG00000232505	0
ENSG00000204695	1
ENSG00000243729	1
ENSG00000112462	1
ENSG00000168787	0
ENSG00000204694	1
ENSG00000279941	0
ENSG00000204688	1
ENSG00000204687	1
ENSG00000229274	0
ENSG00000224582	0
ENSG00000213886	1
ENSG00000204681	1
ENSG00000204657	1
ENSG00000204655	1
ENSG00000204644	1
ENSG00000204642	1
ENSG00000272236	0
ENSG00000204632	1
ENSG00000281831	0
ENSG00000206503	1
ENSG00000204625	0
ENSG00000204623	0
ENSG00000066379	0.5
ENSG00000204619	0.5
ENSG00000204618	1
